class;term;comment
independent continuant;Latvijas Baltā, Latvia (Pig);
independent continuant;Mou Mong, Lao People's Democratic Republic (Pig);
independent continuant;Creole, Saint Lucia (Pig);
independent continuant;Basotho, Lesotho (Pig);
independent continuant;Dutch Large White, Lithuania (Pig);
independent continuant;Saddleback, Saint Lucia (Pig);
independent continuant;Sri Lanka Native, Sri Lanka (Pig);
independent continuant;Mou Cheed, Lao People's Democratic Republic (Pig);
independent continuant;Mou Kang, Lao People's Democratic Republic (Pig);
independent continuant;Yorkshire Sunjin, Republic of Korea (Pig);
independent continuant;Landrace x Large White, Lao People's Democratic Republic (Pig);
independent continuant;Mou Ladt, Lao People's Democratic Republic (Pig);
independent continuant;Landrace Sunjin, Republic of Korea (Pig);
independent continuant;Native pig, Republic of Korea (Pig);
independent continuant;RDA WooriHeukDon, Republic of Korea (Pig);
independent continuant;Micro pig T-TYPE, Republic of Korea (Pig);
independent continuant;NHSO-Yorkshire, Republic of Korea (Pig);
independent continuant;Jeju Gilgal Black Pig, Republic of Korea (Pig);
independent continuant;Jeju native pig, Republic of Korea (Pig);
independent continuant;Criollo, Saint Kitts and Nevis (Pig);
independent continuant;Yorkshire, Saint Kitts and Nevis (Pig);
independent continuant;Korean Native, Republic of Korea (Pig);
independent continuant;Korean native pig Gyeongsangbuk-do strain, Republic of Korea (Pig);
independent continuant;Local pig, Kiribati (Pig);
independent continuant;Creole, Saint Kitts and Nevis (Pig);
independent continuant;German Noble, Kyrgyzstan (Pig);
independent continuant;Chrouk Kandol, Cambodia (Pig);
independent continuant;Aguh, Japan (Pig);
independent continuant;Chushka, Republic of Moldova (Sheep);
independent continuant;Kagoshima Berkshire, Japan (Pig);
independent continuant;Sakız, Turkey (Sheep);
independent continuant;Sarda, Italy (Pig);
independent continuant;Chios, Oman (Sheep);
independent continuant;Native, Jamaica (Pig);
independent continuant;Chios, Jordan (Sheep);
independent continuant;Semirechensk, Kazakhstan (Pig);
independent continuant;Ohmini, Japan (Pig);
independent continuant;Ciktaschaf, Germany (Sheep);
independent continuant;Aksai Black Pied, Kazakhstan (Pig);
independent continuant;Chushka, Ukraine (Sheep);
independent continuant;Nero di Lomellina, Italy (Pig);
independent continuant;Chios, Iraq (Sheep);
independent continuant;Nero di Parma, Italy (Pig);
independent continuant;Chios, Greece (Sheep);
independent continuant;Chios, Cyprus (Sheep);
independent continuant;Nero Siciliano, Italy (Pig);
independent continuant;Chios, Bulgaria (Sheep);
independent continuant;Booroola Merino, Australia (Sheep);
independent continuant;Wiltipoll, Australia (Sheep);
independent continuant;Booroola, Poland (Sheep);
independent continuant;White Suffolk, Australia (Sheep);
independent continuant;Blueface Leicester, United States of America (Sheep);
independent continuant;Waridale, Australia (Sheep);
independent continuant;Trangie Fertility, Australia (Sheep);
independent continuant;Border Leicester, Brazil (Sheep);
independent continuant;Bleiburger, Austria (Sheep);
independent continuant;Border Leicester, Australia (Sheep);
independent continuant;Austrian Negretti, Austria (Sheep);
independent continuant;Booroola Merino, New Zealand (Sheep);
independent continuant;Alpines Steinschaf, Austria (Sheep);
independent continuant;Booroola-Schaf, Germany (Sheep);
independent continuant;Zenith, Australia (Sheep);
independent continuant;Border Leicester, Colombia (Sheep);
independent continuant;Border Leicester, Chile (Sheep);
independent continuant;Gurktaler, Austria (Sheep);
independent continuant;Border Leceister, Canada (Sheep);
independent continuant;Bschlabser, Austria (Sheep);
independent continuant;Ayrshire, Uruguay (Cattle);
independent continuant;Murbodner, Austria (Cattle);
independent continuant;Jamaica Red, Jamaica (Cattle);
independent continuant;Ayrshire, United States of America (Cattle);
independent continuant;Murciana-Levantina, Spain (Cattle);
independent continuant;Jamaica Brahman, Jamaica (Cattle);
independent continuant;Ayrshire, Samoa (Cattle);
independent continuant;Murnau-Werdenfelser, Germany (Cattle);
independent continuant;Okshi, Jordan (Cattle);
independent continuant;Ayrshire, South Africa (Cattle);
independent continuant;Murray Grey, Australia (Cattle);
independent continuant;Jordan Baladi, Jordan (Cattle);
independent continuant;Jamaica Black, Jamaica (Cattle);
independent continuant;Mpwapwa, United Republic of Tanzania (Cattle);
independent continuant;Varzese- Ottonese - Tortonese, Italy (Cattle);
independent continuant;Nsagalla, Uganda (Cattle);
independent continuant;Murray Gray, Cuba (Cattle);
independent continuant;Balancer, Mexico (Cattle);
independent continuant;Azawak, Niger (Cattle);
independent continuant;Murray Grey, Brazil (Cattle);
independent continuant;Japanese Black, Japan (Cattle);
independent continuant;Azawak, Nigeria (Cattle);
independent continuant;Murray Grey, Canada (Cattle);
independent continuant;Shami, Jordan (Cattle);
independent continuant;Zebu of Azerbaijan, Azerbaijan (Cattle);
independent continuant;Murray grey, Chile (Cattle);
independent continuant;Japanese Poll, Japan (Cattle);
independent continuant;Bahema, Democratic Republic of the Congo (Cattle);
independent continuant;Murray Grey, Cook Islands (Cattle);
independent continuant;Japanese Brown, Japan (Cattle);
independent continuant;Gromark, Australia (Sheep);
independent continuant;Glen Vale, Australia (Sheep);
independent continuant;Fonthill Merino, Australia (Sheep);
independent continuant;Saxon, Australia (Sheep);
independent continuant;Romsdown, Australia (Sheep);
independent continuant;Peppin, Australia (Sheep);
independent continuant;Hyfer, Australia (Sheep);
independent continuant;Tasmanian Merino, Australia (Sheep);
independent continuant;South Australian Merino, Australia (Sheep);
independent continuant;Siromeat, Australia (Sheep);
independent continuant;Montbeliard, Latvia (Cattle);
independent continuant;Pezzata Rossa Oropa, Italy (Cattle);
independent continuant;Ayrshire, Nicaragua (Cattle);
independent continuant;Montbéliard, Morocco (Cattle);
independent continuant;Mucca Pisana, Italy (Cattle);
independent continuant;Ayrshire, Netherlands (Cattle);
independent continuant;Montbéliard, Mali (Cattle);
independent continuant;Reggiana, Italy (Cattle);
independent continuant;Ayreshire, Nepal (Cattle);
independent continuant;Montbéliarde, Netherlands (Cattle);
independent continuant;Pontremolese, Italy (Cattle);
independent continuant;Modicana, Italy (Cattle);
independent continuant;Ayrshire, Solomon Islands (Cattle);
independent continuant;Montbeillarde, South Africa (Cattle);
independent continuant;Ayrshire, United Republic of Tanzania (Cattle);
independent continuant;Morucha, Spain (Cattle);
independent continuant;Valdostana Pezzata Rossa, Italy (Cattle);
independent continuant;Ayrshire, Ukraine (Cattle);
independent continuant;Ayrshire, Panama (Cattle);
independent continuant;Montbeliarde, Poland (Cattle);
independent continuant;Sardo Bruna, Italy (Cattle);
independent continuant;Ayrshire, Peru (Cattle);
independent continuant;Montbéliard, Senegal (Cattle);
independent continuant;Rendena, Italy (Cattle);
independent continuant;Ayrshire, Paraguay (Cattle);
independent continuant;Montbeliard, Slovenia (Cattle);
independent continuant;Valdostana Pezzata Nera, Italy (Cattle);
independent continuant;Ayshire, Russian Federation (Cattle);
independent continuant;Montbeliarde, United States of America (Cattle);
independent continuant;Sardo-modicana, Italy (Cattle);
independent continuant;Booroola Leicester, Australia (Sheep);
independent continuant;Bond Corriedale, Australia (Sheep);
independent continuant;Camden, Australia (Sheep);
independent continuant;Bungaree Merino, Australia (Sheep);
independent continuant;Bundoran Comeback, Australia (Sheep);
independent continuant;Borino, Australia (Sheep);
independent continuant;Elliotdale, Australia (Sheep);
independent continuant;Coolalee, Australia (Sheep);
independent continuant;Carpetmaster, Australia (Sheep);
independent continuant;Camden Park, Australia (Sheep);
independent continuant;Bruna Originaria, Italy (Cattle);
independent continuant;Montbeliard, Bulgaria (Cattle);
independent continuant;Agerolese, Italy (Cattle);
independent continuant;Ayrshire, Honduras (Cattle);
independent continuant;Montbeliarde, Chile (Cattle);
independent continuant;Cabannina, Italy (Cattle);
independent continuant;Ayrshire, Hungary (Cattle);
independent continuant;Montbéliarde, Colombia (Cattle);
independent continuant;Burlina, Italy (Cattle);
independent continuant;BLM, Australia (Sheep);
independent continuant;Ayrshire, Lithuania (Cattle);
independent continuant;Montbelliarde, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Modenese, Italy (Cattle);
independent continuant;Ayrshire, Latvia (Cattle);
independent continuant;Montbéliarde, Ireland (Cattle);
independent continuant;Maremmana, Italy (Cattle);
independent continuant;Ayrshire, Mexico (Cattle);
independent continuant;Montbéliarde, Luxembourg (Cattle);
independent continuant;Ayrshire, Malawi (Cattle);
independent continuant;Ayrshire, Ireland (Cattle);
independent continuant;Montbeliardsky, Czechia (Cattle);
independent continuant;Cinisara, Italy (Cattle);
independent continuant;Ayrshire, Japan (Cattle);
independent continuant;Montbéliarde, Algeria (Cattle);
independent continuant;Calvana, Italy (Cattle);
independent continuant;Ayrshire, Kenya (Cattle);
independent continuant;Montbeliarde, Ecuador (Cattle);
independent continuant;Grigio alpina, Italy (Cattle);
independent continuant;Ayrshire, Sri Lanka (Cattle);
independent continuant;Montbéliarde, France (Cattle);
independent continuant;Garfagnina, Italy (Cattle);
independent continuant;Bamen, Bhutan (Cattle);
independent continuant;Linca, Argentina (Sheep);
independent continuant;Armenian Semi-Coarse Wool, Armenia (Sheep);
independent continuant;Armenian Red, Armenia (Sheep);
independent continuant;Pampinta, Argentina (Sheep);
independent continuant;Oveja Criolla del Oeste Formoseño, Argentina (Sheep);
independent continuant;Martuninskaya, Armenia (Sheep);
independent continuant;Kyas'ma, Armenia (Sheep);
independent continuant;Erik, Armenia (Sheep);
independent continuant;Armenian Semi-Fine Wool, Armenia (Sheep);
independent continuant;Ayrshire, Iraq (Cattle);
independent continuant;Dulong, China (Cattle);
independent continuant;Charolais, Iraq (Cattle);
independent continuant;Gayal, India (Cattle);
independent continuant;Brown Swiss, Iraq (Cattle);
independent continuant;Montana, Uruguay (Cattle);
independent continuant;Sharabi, Iraq (Cattle);
independent continuant;Montbéliarde, Burundi (Cattle);
independent continuant;Restaki, Iraq (Cattle);
independent continuant;Montbéliarde, Belgium (Cattle);
independent continuant;Montbéliarde, Burkina Faso (Cattle);
independent continuant;Arab, Israel (Cattle);
independent continuant;Modicana, Niger (Cattle);
independent continuant;Hereford, Iraq (Cattle);
independent continuant;Monchina, Spain (Cattle);
independent continuant;Guernsey, Iraq (Cattle);
independent continuant;Mongolian, Mongolia (Cattle);
independent continuant;Jenubi, Iraq (Cattle);
independent continuant;Montana, Paraguay (Cattle);
independent continuant;Iraqi, Iraq (Cattle);
independent continuant;DanAvl, Hungary (Pig);
independent continuant;Castillonnaise, France (Sheep);
independent continuant;Rodopski tsigay, Bulgaria (Sheep);
independent continuant;Dumeco, Hungary (Pig);
independent continuant;Castellana, Guatemala (Sheep);
independent continuant;Replyanska ovtsa, Bulgaria (Sheep);
independent continuant;Cartera, Spain (Sheep);
independent continuant;Mutton Vendéen, Bulgaria (Sheep);
independent continuant;Mestna karnobatska ovtsa, Bulgaria (Sheep);
independent continuant;ISV Pannon hybrid, Hungary (Pig);
independent continuant;Caucasus Merino, Romania (Sheep);
independent continuant;Sofiyska ovtsa, Bulgaria (Sheep);
independent continuant;Középtiszai hibridsertés, Hungary (Pig);
independent continuant;Castlemilk Moorit, Netherlands (Sheep);
independent continuant;Sintetichna populatsia balgarska mlechna, Bulgaria (Sheep);
independent continuant;Hungahyb, Hungary (Pig);
independent continuant;Castlemilk Moorit, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Severoiztochnobalgarska tankorunna poroda, Bulgaria (Sheep);
independent continuant;Hypor, Hungary (Pig);
independent continuant;Castlemilk Moorit, Belgium (Sheep);
independent continuant;Sakarska ovtsa, Bulgaria (Sheep);
independent continuant;Rattlerow Seghers hybrid, Hungary (Pig);
independent continuant;Rattlerow hybrid, Hungary (Pig);
independent continuant;Caussenarde des Garrigues, France (Sheep);
independent continuant;MNFxML F1, Hungary (Pig);
independent continuant;Caucasian Fine-Fleece, Ukraine (Sheep);
independent continuant;Srednostaroplaninska ovtsa, Bulgaria (Sheep);
