class;term;comment
process;plant organ development stage;A multi-tissue plant structure development stage (PO:0025571) that has as primary participant a plant organ (PO:0009008) .
material entity;vegetative bud;A bud (PO:0000055) that develops into a vegetative shoot system (PO:0025607).
process;collective plant organ structure development stage;A plant structure development stage (PO:0009012) that has as primary participant a collective plant structure (PO:0025497).
process;sepals enclosing flower bud stage;Stage of calyx development that begins when the sepals enclose the floral bud.
material entity;petiole cortex;A portion of cortex (PO:0005708) that is part of a petiole (PO:0020038).
material entity;petiole vascular system;A vascular system (PO:0000034) that includes the totality of the portions of vascular tissue in their specific arrangement in a petiole (PO:0020038).
material entity;petiole epidermis;A portion of leaf epidermis (PO:0006016) that is part of a petiole (PO:0020038).
material entity;ray flower;A small pistillate flower (PO:0025599) on the margin of a head-type (capitulum) inflorescence (PO:0009049).
material entity;leaf lamina adaxial epidermis;A portion of leaf lamina epidermis (PO:0000047) that covers the adaxial/upper surface of a leaf lamina (PO:0020039).
material entity;calyptra corolla;A fused corolla (PO:0025581) that is composed of fused petals (PO:0025583).
material entity;leaf rachis tendril;A leaf rachis (PO:0020055) that is slender and coiling and lacks a lamina.
material entity;proteoid root;A root (PO:0009005) that forms one or more clusters of closely spaced lateral roots (PO:0020121) of limited growth along its length.
material entity;stem apex tendril;A shoot axis that arises from the apical part of a stem and is slender and coiling.
material entity;epithem cell;A parenchyma cell of the mesophyll of a hydathode found between the xylem endings and the epidermis.
process;trichome development stage;A plant structure development stage (PO:0009012) that has as primary participant a trichome (PO:0000282).
material entity;phloem pole pericycle cell;A pericycle cell that is adjacent to the protophloem of a vascular bundle.
material entity;prophyll tendril;A prophyll that is slender and coiling and lacks a lamina.
process;seed trichome development stage;A trichome development stage that has as primary participant a seed trichome.
material entity;root cortex-endodermis initial cell;A root initial cell (PO:0000059) that produces root cortex (PO:0000258) and root endodermis (PO:0005059). In direct contact with quiescent center (PO:0020149).
material entity;ceonosorus;A collective plant organ structure (PO:0025007) on the surface of a vascular leaf that has as parts two or more fused sori (PO:0025359).
material entity;xylem pole pericycle cell;A pericycle cell that is adjacent to the protoxylem of a vascular bundle.
material entity;leaflet tendril;A leaflet that is slender and coiling and lacks a lamina.
material entity;leaf procambial cell;A procambial cell (PO:0025258) that is part of a leaf procambium (PO:0025259).
material entity;leaf tendril;A vascular leaf that is slender and coiling and lacks a lamina.
material entity;stomatal initial cell;An plant epidermal initial cell (PO:0000349) that undergoes several rounds of uneven division, each time giving rise to a larger daughter cell that differentiates into an epidermal ground cell and a smaller daughter cell that remains meristematic, until the meristematic cell (PO:0004010) differentiates into a guard mother cell (PO:0000351).
material entity;branch tendril;A branch that is slender and coiling.
material entity;lateral root cap epidermal initial cell;A root initial cell (PO:0000059) that produces lateral root cap cells and root epidermis (PO:0006036).
material entity;leaf apex tendril;A leaf apex of a laminar vascular leaf that is slender and coiling.
material entity;fusiform initial cell;An elongated cambial initial cell (PO:0000295) with approximately wedge-shaped ends that is part of the vascular cambium (PO:0005598) and gives rise to axial cells.
material entity;corm;A shoot system (PO:0009006) that has as parts a short, enlarged stem (PO:0009047) in which the shoot internodes (PO:0005005) do not elongate, and one or more buds (PO:0000055).
material entity;transfer cell;A cell with wall ingrowths (or invaginations) that increase the surface of the plasmalemma.
material entity;cladode;A shoot axis that is flattened and expanded.
material entity;sclerenchyma cell;A ground tissue cell (PO:0025030) with a lignified secondary cell wall.
material entity;pneumatophore;A lateral root (PO:0020121) that is erect and protrudes above the surface of the soil or water.
material entity;chlorenchyma cell;A parenchyma cell containing chloroplasts. a component of leaf mesophyll and other green parenchyma tissue.
material entity;bulb;A short, enlarged shoot system (PO:0009006) that has as parts a short stem (PO:0009047) in which the shoot internodes (PO:0005005) do not elongate, and one or more buds (PO:0000055) enclosed by fleshy leaves (PO:0009025) or leaf bases (PO:0020040).
material entity;sorus;A collective plant organ structure (PO:0025007) on the surface of a vascular leaf (PO:0009025) that has as part a cluster of two or more adjacent sporangia (PO:0025094).
material entity;pneumatorhiza;A small lateral root that grows from a prop root and has a mealy surface texture.
material entity;companion cell;A parenchyma cell (PO:0000074) that is adjacent to a sieve tube element (PO:0000289) and arises from the same phloem mother cell (PO:0000400) as the sieve tube element.
material entity;collenchyma cell;An elongated plant cell with unevenly thickened non-lignified primary walls that is alive at maturity.
material entity;glume awn;An awn that is part of a glume.
material entity;parenchyma cell;A relatively unspecialized ground tissue cell with a nucleate protoplast.
material entity;palea awn;An awn that is part of a palea.
material entity;areole bud;An axillary vegetative bud (PO:0004712) that is not elongated, in which the vascular leaves (PO:0009025) develop as spine leaves (PO:0025173).
material entity;tubercle;An enlarged leaf base (PO:0020040) that is fused with adjacent shoot axis (PO:0025029) tissue.
material entity;anther wall;A microsporangium wall (PO:0025307) that is part of an anther (PO:0009066).
material entity;embryo hypocotyl-root junction;A hypocotyl-root junction (PO:0004724) that is part of an plant embryo axis (PO:0019018).
material entity;plant embryo proper;An embryonic plant structure (PO:0025099) that is the body of a developing plant embryo (PO:0009009) attached to the maternal tissue in an plant ovule (PO:0020003) by a suspensor (PO:0020108).
material entity;plant egg cell;A gamete (PO:0025006) produced by an archegonium (PO:0025126) or an embryo sac (PO:0025074).
material entity;antipodal cell;Cell, commonly three in number as in the eight-nucleate embryo sac, located at the other end of the embryo sac from the egg cell.
material entity;somatic plant embryo;A plant embryo (PO:0009009) that arises from previously differentiated somatic cells, rather than from fused gametes, i.e. the plant zygote (PO:0000423).
material entity;seedling hypocotyl-root junction;A hypocotyl-root junction (PO:0004724) that develops from an embryo hypocotyl-root junction (PO:0025300) and is part of a seedling (PO:0008037).
material entity;plant protoplast;A cultured plant cell from which the entire plant cell wall has been removed.
material entity;cultured zygote-derived plant embryo;A zygotic plant embryo that is grown or maintained in vitro.
material entity;cultured plant cell;A plant cell (PO:0009002) that is grown or maintained in vitro.
