class;term;comment
material entity;haline environment;A haline environment is an environment in which entities are exposed to high concentrations of salt, typically above 2 molar.
process;glaciation of water droplets in a cloud;A process during which supercooled water droplets in a cloud freeze into ice crystals.
material entity;cultivated environment;A cultivated environment is an environment that has been modified by humans by the preparation of the land, usually for the purposes of growing crops.
one-dimensional temporal region;ice age;A temporal interval during which a planet's surface and atmospheric temperatures fall, resulting in the presence or expansion of continental and polar ice sheets or alpine glaciers.
material entity;culturing environment;A culturing environment is an environment which is maintained by humans for the purposes of preparing cell, organ, tissue and plant tissue cultures.
one-dimensional temporal region;interglacial;An interval of time within an ice age and during which temperatures rise and result in planet-wide glacier retreat.
material entity;aquatic environment;An environment whose dynamics are strongly influenced by water.
material entity;heavy fraction material;An environmental material which is denser than bromoform.
material entity;extreme high temperature environment;An extreme high temperature environment is a high temperature environment in which entities are exposed to temperatures above 80 degrees Celsius.
material entity;suspended colloidal sediment;Colloidal sediment which is suspended in a part of the hydrosphere.
material entity;rocky slope;A rocky slope is a slope which has a surface primarily composed of rock.
material entity;light fraction material;An environmental material which is less dense than bromoform.
material entity;farmyard manure;
material entity;brewery;A brewery is a building in which alcoholic beverages are produced by brewing, that is, steeping a starch source (commonly cereal grains) in water and fermenting the resulting sweet liquid with yeast. At times, the products are also sold from the brewery.
